,ta,tw
2006-09-04,18.088,17.82
2006-09-05,18.321,17.92
2006-09-06,15.633,17.69
2006-09-07,18.65,17.43
2006-09-08,13.767,17.14
2006-09-09,10.821,16.71
2006-09-10,12.45,16.45
2006-09-11,13.796,16.31
2006-09-12,14.617,16.21
2006-09-13,14.633,16.15
2006-09-14,16.067,16.2
2006-09-15,16.904,16.24
2006-09-16,17.063,16.17
2006-09-17,18.392,16.06
2006-09-18,14.637,15.92
2006-09-19,10.583,15.64
2006-09-20,9.437,15.28
2006-09-21,12.746,15.07
2006-09-22,14.017,14.94
2006-09-23,13.725,14.65
2006-09-24,9.854,14.32
2006-09-25,12.429,14.03
2006-09-26,12.991,13.84
2006-09-27,11.229,13.68
2006-09-28,8.558,13.42
2006-09-29,8.967,13.2
2006-09-30,10.246,13.09
2006-10-01,10.567,13.07
2006-10-02,13.874,13.13
2006-10-03,13.404,13.13
2006-10-04,10.967,13.03
2006-10-05,10.858,12.94
2006-10-06,11.963,12.84
2006-10-07,12.896,12.76
2006-10-08,14.867,12.61
2006-10-09,8.808,12.35
2006-10-10,7.654,12.05
2006-10-11,7.6,11.88
2006-10-12,0.808,11.48
2006-10-13,2.591,10.72
2006-10-14,3.679,9.97
2006-10-15,6.212,9.51
2006-10-16,8.339,9.34
2006-10-17,8.571,9.26
2006-10-18,7.421,9.13
2006-10-19,4.6,8.78
2006-10-20,3.796,8.47
2006-10-21,3.929,8.25
2006-10-22,3.25,8.15
2006-10-23,2.988,8.07
2006-10-24,3.335,8.02
2006-10-25,4.212,8.0
2006-10-26,4.858,7.99
2006-10-27,6.483,8.03
2006-10-28,5.667,7.89
2006-10-29,3.921,7.75
2006-10-30,5.812,7.7
2006-10-31,5.392,7.58
2006-11-01,0.458,7.4
2006-11-02,0.183,7.12
2006-11-03,0.762,6.84
2006-11-04,1.967,6.71
2006-11-05,5.508,6.67
2006-11-06,8.092,6.7
2006-11-07,8.279,6.69
2006-11-08,8.067,6.59
2006-11-09,7.821,6.48
2006-11-10,1.938,6.4
2006-11-11,0.037,6.33
2006-11-12,1.412,6.23
2006-11-13,4.054,6.1
2006-11-14,3.754,5.99
2006-11-15,4.183,5.88
2006-11-16,2.417,5.83
2006-11-17,1.529,5.75
2006-11-18,2.221,5.73
2006-11-19,1.658,5.71
2006-11-20,0.696,5.73
2006-11-21,5.263,5.83
2006-11-22,6.525,5.91
2006-11-23,6.55,5.86
2006-11-24,5.875,5.72
2006-11-25,6.358,5.61
2006-11-26,4.354,5.61
2006-11-27,2.4,5.61
2006-11-28,2.5,5.59
2006-11-29,5.992,5.53
2006-11-30,-5.133,5.41
2006-12-01,-3.358,5.3
2006-12-02,-2.775,5.17
2006-12-03,-4.292,4.8
2006-12-04,-5.771,4.67
2006-12-05,-4.975,4.54
2006-12-06,-4.942,4.44
2006-12-07,-8.354,4.4
2006-12-08,-4.179,4.4
2006-12-09,1.633,4.42
2006-12-10,4.867,4.45
2006-12-11,3.613,4.45
2006-12-12,4.592,4.43
2006-12-13,4.704,4.41
2006-12-14,3.404,4.36
2006-12-15,2.363,4.34
2006-12-16,2.454,4.31
2006-12-17,3.146,4.3
2006-12-18,-1.596,4.33
2006-12-19,0.65,4.38
2006-12-20,4.275,4.38
2006-12-21,2.25,4.35
2006-12-22,2.675,4.26
2006-12-23,2.696,4.16
2006-12-24,2.208,4.11
2006-12-25,1.75,4.1
2006-12-26,-4.583,4.08
2006-12-27,-0.896,4.07
2006-12-28,-3.104,4.05
2006-12-29,-0.308,4.06
2006-12-30,1.479,4.12
2006-12-31,1.708,4.17
2007-01-01,1.792,4.18
2007-01-02,1.7,4.15
2007-01-03,3.371,4.12
2007-01-04,4.839,4.11
2007-01-05,3.638,4.1
2007-01-06,1.563,4.07
2007-01-07,1.704,4.02
2007-01-08,-1.517,3.99
2007-01-09,-6.346,3.93
2007-01-10,-7.629,3.83
2007-01-11,0.722,3.72
2007-01-12,-4.861,3.53
2007-01-13,-9.037,3.24
2007-01-14,-6.3,3.18
2007-01-15,-7.879,3.16
2007-01-16,-9.321,3.14
2007-01-17,-4.829,3.15
2007-01-18,-2.954,3.12
2007-01-19,-6.604,3.08
2007-01-20,-8.033,3.05
2007-01-21,-3.363,3.03
2007-01-22,-1.738,3.03
2007-01-23,-3.592,3.03
2007-01-24,-8.338,2.97
2007-01-25,-11.258,2.9
2007-01-26,-6.317,2.84
2007-01-27,-3.613,2.79
2007-01-28,-9.763,2.7
2007-01-29,-7.871,2.52
2007-01-30,-8.017,2.43
2007-01-31,-7.458,2.38
2007-02-01,-6.439,2.31
2007-02-02,-10.808,2.24
2007-02-03,-15.783,2.12
2007-02-04,-19.642,2.02
2007-02-05,-15.15,1.96
2007-02-06,-14.538,1.91
2007-02-07,-10.792,1.77
2007-02-08,-9.939,1.7
2007-02-09,-10.321,1.66
2007-02-10,-10.679,1.62
2007-02-11,-8.475,1.57
2007-02-12,-11.529,1.52
2007-02-13,-11.004,1.44
2007-02-14,-10.886,1.39
2007-02-15,-10.654,1.33
2007-02-16,-7.325,1.31
2007-02-17,-6.313,1.31
2007-02-18,-10.321,1.27
2007-02-19,-5.267,1.21
2007-02-20,-2.163,1.19
2007-02-21,0.396,1.18
2007-02-22,-3.242,1.22
2007-02-23,-8.213,1.22
2007-02-24,-5.683,1.21
2007-02-25,-2.825,1.23
2007-02-26,-2.421,1.25
2007-02-27,-1.671,1.24
2007-02-28,-1.104,1.22
2007-03-01,-1.675,1.24
2007-03-02,-3.133,1.22
2007-03-03,-5.913,1.18
2007-03-04,-2.921,1.17
2007-03-05,-11.258,1.14
2007-03-06,-12.333,1.15
2007-03-07,-9.004,1.19
2007-03-08,-4.821,1.24
2007-03-09,-0.108,1.28
2007-03-10,1.637,1.33
2007-03-11,2.604,1.34
2007-03-12,5.096,1.38
2007-03-13,6.396,1.43
2007-03-14,3.404,1.37
2007-03-15,-8.704,1.28
2007-03-16,-5.462,1.24
2007-03-17,-3.667,1.22
2007-03-18,-1.429,1.26
2007-03-19,-0.583,1.31
2007-03-20,-8.514,1.39
2007-03-21,0.496,1.51
2007-03-22,2.383,1.63
2007-03-23,3.5,1.76
2007-03-24,5.174,1.94
2007-03-25,5.517,2.09
2007-03-26,7.871,2.09
2007-03-27,3.854,2.03
2007-03-28,2.067,1.98
2007-03-29,3.317,1.95
2007-03-30,1.883,1.9
2007-03-31,2.129,1.86
2007-04-01,2.879,1.83
2007-04-02,2.737,1.78
2007-04-03,1.591,1.73
2007-04-04,-3.963,1.65
2007-04-05,-7.529,1.62
2007-04-06,-7.758,1.61
2007-04-07,-6.192,1.59
2007-04-08,-3.95,1.56
2007-04-09,-2.646,1.56
2007-04-10,-1.783,1.63
2007-04-11,-0.242,1.71
2007-04-12,-0.421,1.76
2007-04-13,0.713,1.79
2007-04-14,2.45,1.88
2007-04-15,1.883,1.97
2007-04-16,3.392,2.01
2007-04-17,4.408,2.04
2007-04-18,3.6,2.08
2007-04-19,4.621,2.14
2007-04-20,7.217,2.21
2007-04-21,10.55,2.22
2007-04-22,12.579,2.3
2007-04-23,5.8,2.29
2007-04-24,4.55,2.21
2007-04-25,3.812,2.21
2007-04-26,4.192,2.34
2007-04-27,5.904,2.45
2007-04-28,8.913,2.52
2007-04-29,12.788,2.61
2007-04-30,6.008,2.59
2007-05-01,4.829,2.67
2007-05-02,4.233,2.74
2007-05-03,5.879,2.82
2007-05-04,7.925,2.93
2007-05-05,6.596,2.99
2007-05-06,8.375,3.05
2007-05-07,9.479,3.23
2007-05-08,12.179,3.43
2007-05-09,14.446,3.49
2007-05-10,15.529,3.6
2007-05-11,5.375,3.52
2007-05-12,4.829,3.37
2007-05-13,8.029,3.31
2007-05-14,10.129,3.47
2007-05-15,5.383,3.46
2007-05-16,3.6,3.32
2007-05-17,6.037,3.26
2007-05-18,13.037,3.27
2007-05-19,8.367,3.34
2007-05-20,1.379,3.44
2007-05-21,4.325,3.62
2007-05-22,10.583,3.89
2007-05-23,16.95,3.97
2007-05-24,17.679,3.93
2007-05-25,7.987,3.78
2007-05-26,7.904,3.73
2007-05-27,7.7,3.91
2007-05-28,8.45,4.16
2007-05-29,13.546,4.41
2007-05-30,19.137,4.76
2007-05-31,17.67,5.0
2007-06-01,11.425,5.15
2007-06-02,7.846,5.13
2007-06-03,8.113,5.13
2007-06-04,8.162,5.06
2007-06-05,5.621,4.97
2007-06-06,7.921,5.08
2007-06-07,10.575,5.43
2007-06-08,12.525,5.35
2007-06-09,14.962,5.47
2007-06-10,16.375,5.98
2007-06-11,16.213,6.37
2007-06-12,19.583,6.76
2007-06-13,19.921,6.94
2007-06-14,17.654,7.31
2007-06-15,20.022,7.59
2007-06-16,16.213,7.6
2007-06-17,14.879,7.36
2007-06-18,16.508,7.11
2007-06-19,13.848,6.68
2007-06-20,13.183,6.33
2007-06-21,13.436,6.2
2007-06-22,10.825,6.36
2007-06-23,14.962,6.68
2007-06-24,16.067,7.0
2007-06-25,17.262,7.09
2007-06-26,19.163,7.04
2007-06-27,17.258,6.9
2007-06-28,7.9,7.23
2007-06-29,10.067,7.29
2007-06-30,10.075,7.43
2007-07-01,9.733,7.58
2007-07-02,11.512,7.86
2007-07-03,14.126,8.31
2007-07-04,12.7,8.8
2007-07-05,16.779,9.05
2007-07-06,14.112,9.28
2007-07-07,20.554,9.51
2007-07-08,16.796,9.82
2007-07-09,15.171,10.17
2007-07-10,15.821,9.77
2007-07-11,12.904,8.92
2007-07-12,12.108,8.55
2007-07-13,12.257,8.55
2007-07-14,11.237,8.82
2007-07-15,12.917,9.06
2007-07-16,14.421,9.8
2007-07-17,17.578,10.9
2007-07-18,15.083,11.55
2007-07-19,11.862,11.37
2007-07-20,11.567,11.28
2007-07-21,15.422,11.78
2007-07-22,17.075,12.77
2007-07-23,19.548,14.11
2007-07-24,18.971,15.38
2007-07-25,20.017,15.97
2007-07-26,19.562,16.05
2007-07-27,16.421,16.05
2007-07-28,17.388,16.42
2007-07-29,20.026,16.7
2007-07-30,22.171,16.95
2007-07-31,21.775,17.2
2007-08-01,23.246,16.97
2007-08-02,21.375,16.44
2007-08-03,18.287,16.12
2007-08-04,18.521,16.04
2007-08-05,18.125,16.08
2007-08-06,18.321,16.2
2007-08-07,17.642,16.48
2007-08-08,17.175,16.83
2007-08-09,17.079,17.02
2007-08-10,18.039,17.23
2007-08-11,19.117,17.3
2007-08-12,20.412,17.03
2007-08-13,17.496,16.82
2007-08-14,18.232,16.6
2007-08-15,16.829,16.31
2007-08-16,16.025,15.99
2007-08-17,14.967,15.5
2007-08-18,13.163,15.22
2007-08-19,13.2,15.11
2007-08-20,14.775,15.13
2007-08-21,15.896,15.16
2007-08-22,17.758,15.31
2007-08-23,18.763,15.48
2007-08-24,17.175,15.64
2007-08-25,16.039,15.79
2007-08-26,16.379,15.91
2007-08-27,18.55,16.08
2007-08-28,18.5,16.13
2007-08-29,15.838,16.13
2007-08-30,16.958,16.14
2007-08-31,16.471,16.15
2007-09-01,16.104,16.19
2007-09-02,20.304,16.23
2007-09-03,17.683,16.2
2007-09-04,15.229,16.29
2007-09-05,18.471,16.53
2007-09-06,23.517,16.59
2007-09-07,19.479,16.18
2007-09-08,14.658,15.75
2007-09-09,13.125,15.49
2007-09-10,12.046,15.14
2007-09-11,12.117,14.58
2007-09-12,7.667,13.62
2007-09-13,11.443,12.9
2007-09-14,9.521,12.42
2007-09-15,7.512,12.13
2007-09-16,11.565,12.05
2007-09-17,14.042,12.1
2007-09-18,16.352,12.06
2007-09-19,16.967,12.01
2007-09-20,11.274,11.92
2007-09-21,15.038,11.9
2007-09-22,14.226,11.94
2007-09-23,16.283,12.25
2007-09-24,16.696,12.62
2007-09-25,17.046,12.5
2007-09-26,10.352,12.06
2007-09-27,11.058,11.87
2007-09-28,11.233,11.83
2007-09-29,12.087,11.87
2007-09-30,15.504,11.81
2007-10-01,14.163,11.67
2007-10-02,12.871,11.73
2007-10-03,14.083,11.84
2007-10-04,15.317,11.88
2007-10-05,12.683,11.89
2007-10-06,11.021,12.02
2007-10-07,15.163,12.24
2007-10-08,13.646,11.76
2007-10-09,10.583,11.19
2007-10-10,7.987,10.88
2007-10-11,5.225,10.55
2007-10-12,4.792,10.31
2007-10-13,6.938,10.19
2007-10-14,8.346,10.17
2007-10-15,8.379,10.16
2007-10-16,8.446,10.14
2007-10-17,10.996,10.1
2007-10-18,11.583,9.98
2007-10-19,12.65,9.87
2007-10-20,11.179,9.81
2007-10-21,11.904,9.81
2007-10-22,8.512,9.81
2007-10-23,8.325,9.8
2007-10-24,4.9,9.67
2007-10-25,5.408,9.61
2007-10-26,8.4,9.57
2007-10-27,6.854,9.42
2007-10-28,4.217,9.23
2007-10-29,8.838,9.12
2007-10-30,9.204,9.05
2007-10-31,10.392,8.85
2007-11-01,3.892,8.59
2007-11-02,7.462,8.43
2007-11-03,7.261,8.34
2007-11-04,6.208,8.29
2007-11-05,5.133,8.24
2007-11-06,1.513,8.16
2007-11-07,-0.008,8.01
2007-11-08,1.608,7.81
2007-11-09,3.642,7.63
2007-11-10,3.817,7.49
2007-11-11,6.421,7.4
2007-11-12,7.404,7.34
2007-11-13,8.158,7.25
2007-11-14,7.721,7.13
2007-11-15,0.45,7.01
2007-11-16,0.387,6.93
2007-11-17,-0.488,6.91
2007-11-18,0.854,6.89
2007-11-19,4.296,6.82
2007-11-20,4.488,6.69
2007-11-21,0.383,6.53
2007-11-22,-4.071,6.38
2007-11-23,-2.808,6.22
2007-11-24,0.142,6.16
2007-11-25,3.017,6.13
2007-11-26,0.458,6.06
2007-11-27,-4.788,5.98
2007-11-28,-3.837,5.93
2007-11-29,-4.733,5.78
2007-11-30,-8.804,5.56
2007-12-01,-8.108,5.13
2007-12-02,-1.042,5.0
2007-12-03,-5.225,4.85
2007-12-04,-5.675,4.77
2007-12-05,-8.441,4.7
2007-12-06,-6.167,4.52
2007-12-07,-4.354,4.35
2007-12-08,-7.8,4.27
2007-12-09,-6.396,4.22
2007-12-10,-4.692,4.18
2007-12-11,-2.392,4.15
2007-12-12,-4.937,4.13
2007-12-13,-1.283,4.11
2007-12-14,-7.812,4.08
2007-12-15,-5.75,4.0
2007-12-16,-3.358,3.97
2007-12-17,-5.079,3.95
2007-12-18,-0.654,3.94
2007-12-19,-0.504,3.94
2007-12-20,0.025,3.94
2007-12-21,2.508,3.93
2007-12-22,2.95,3.93
2007-12-23,2.538,3.91
2007-12-24,-3.537,3.9
2007-12-25,-1.363,3.87
2007-12-26,0.163,3.81
2007-12-27,-1.463,3.71
2007-12-28,-3.646,3.56
2007-12-29,-2.4,3.49
2007-12-30,-3.233,3.44
2007-12-31,-2.567,3.4
2008-01-01,-2.65,3.37
2008-01-02,-7.029,3.35
2008-01-03,-5.333,3.34
2008-01-04,-1.954,3.32
2008-01-05,-0.433,3.32
2008-01-06,3.504,3.32
2008-01-07,3.975,3.31
2008-01-08,2.8,3.3
2008-01-09,-0.071,3.31
2008-01-10,-0.292,3.32
2008-01-11,0.096,3.31
2008-01-12,-2.462,3.3
2008-01-13,-1.096,3.28
2008-01-14,-2.204,3.25
2008-01-15,-5.3,3.14
2008-01-16,-2.529,3.07
2008-01-17,-2.067,2.98
2008-01-18,-7.425,2.91
2008-01-19,-14.529,2.84
2008-01-20,-14.783,2.72
2008-01-21,-11.483,2.65
2008-01-22,-9.617,2.56
2008-01-23,-12.617,2.42
2008-01-24,-11.208,2.34
2008-01-25,-6.487,2.28
2008-01-26,-4.033,2.24
2008-01-27,-2.812,2.22
2008-01-28,1.054,2.13
2008-01-29,1.217,2.05
2008-01-30,-13.775,2.03
2008-01-31,-12.258,2.01
2008-02-01,-5.15,2.0
2008-02-02,-1.633,1.99
2008-02-03,-0.887,1.96
2008-02-04,-0.75,1.92
2008-02-05,-0.263,1.88
2008-02-06,-7.008,1.84
2008-02-07,-5.871,1.81
2008-02-08,-2.217,1.8
2008-02-09,-2.088,1.79
2008-02-10,-15.242,1.76
2008-02-11,-13.179,1.62
2008-02-12,-9.208,1.54
2008-02-13,-7.55,1.49
2008-02-14,-9.042,1.39
2008-02-15,-12.296,1.34
2008-02-16,-8.896,1.29
2008-02-17,-1.888,1.22
2008-02-18,-7.067,1.18
2008-02-19,-10.904,1.16
2008-02-20,-12.142,1.15
2008-02-21,-10.237,1.16
2008-02-22,-6.771,1.17
2008-02-23,-5.321,1.17
2008-02-24,-2.117,1.16
2008-02-25,-0.042,1.14
2008-02-26,-5.908,1.1
2008-02-27,-10.067,1.09
2008-02-28,-8.071,1.06
2008-02-29,-4.287,0.99
2008-03-01,-4.371,0.94
2008-03-02,-1.971,0.93
2008-03-03,-2.758,0.9
2008-03-04,-9.608,0.87
2008-03-05,-4.967,0.83
2008-03-06,-6.771,0.78
2008-03-07,-12.329,0.78
2008-03-08,-10.7,0.78
2008-03-09,-7.479,0.76
2008-03-10,-5.571,0.81
2008-03-11,-0.004,0.84
2008-03-12,-3.537,0.85
2008-03-13,-0.996,0.86
2008-03-14,2.008,0.87
2008-03-15,-5.004,0.87
2008-03-16,-5.433,0.89
2008-03-17,-2.075,0.91
2008-03-18,-0.721,0.95
2008-03-19,-0.239,0.99
2008-03-20,-4.783,0.98
2008-03-21,-4.4,0.92
2008-03-22,-2.175,0.88
2008-03-23,-6.829,0.89
2008-03-24,-4.383,0.89
2008-03-25,0.463,0.93
2008-03-26,-1.496,1.0
2008-03-27,-3.129,1.08
2008-03-28,-2.513,1.17
2008-03-29,-0.621,1.21
2008-03-30,0.8,1.2
2008-03-31,1.892,1.21
2008-04-01,-1.404,1.22
2008-04-02,0.5,1.23
2008-04-03,3.9,1.25
2008-04-04,5.017,1.28
2008-04-05,3.496,1.33
2008-04-06,3.417,1.38
2008-04-07,4.092,1.46
2008-04-08,0.621,1.53
2008-04-09,-0.042,1.6
2008-04-10,0.662,1.67
2008-04-11,0.687,1.74
2008-04-12,-0.379,1.82
2008-04-13,0.042,1.89
2008-04-14,1.162,2.03
2008-04-15,4.654,2.1
2008-04-16,6.075,2.15
2008-04-17,5.529,2.19
2008-04-18,4.208,2.33
2008-04-19,2.933,2.54
2008-04-20,3.392,2.72
2008-04-21,6.487,2.92
2008-04-22,10.262,2.7
2008-04-23,5.717,2.41
2008-04-24,10.363,2.34
2008-04-25,7.729,2.33
2008-04-26,4.783,2.28
2008-04-27,-0.938,2.2
2008-04-28,-0.483,2.14
2008-04-29,1.179,2.17
2008-04-30,2.579,2.29
2008-05-01,2.97,2.35
2008-05-02,4.413,2.32
2008-05-03,3.417,2.27
2008-05-04,3.142,2.28
2008-05-05,3.571,2.42
2008-05-06,5.133,2.48
2008-05-07,5.008,2.51
2008-05-08,3.929,2.52
2008-05-09,3.479,2.57
2008-05-10,4.883,2.58
2008-05-11,4.125,2.62
2008-05-12,2.792,2.68
2008-05-13,5.542,2.75
2008-05-14,5.942,2.88
2008-05-15,8.342,3.02
2008-05-16,7.504,3.13
2008-05-17,6.625,3.07
2008-05-18,3.713,3.06
2008-05-19,5.317,3.11
2008-05-20,5.117,3.2
2008-05-21,3.762,3.32
2008-05-22,4.233,3.45
2008-05-23,5.421,3.58
2008-05-24,7.57,3.65
2008-05-25,9.013,3.69
2008-05-26,7.237,3.69
2008-05-27,3.35,3.75
2008-05-28,7.187,3.91
2008-05-29,12.63,4.06
2008-05-30,8.429,4.14
2008-05-31,7.271,4.27
2008-06-01,11.254,4.43
2008-06-02,10.783,4.4
2008-06-03,9.246,4.26
2008-06-04,8.55,4.25
2008-06-05,9.625,4.32
2008-06-06,9.875,4.38
2008-06-07,16.088,4.43
2008-06-08,14.133,4.55
2008-06-09,12.333,4.69
2008-06-10,5.658,4.7
2008-06-11,5.417,4.72
2008-06-12,8.117,4.97
2008-06-13,14.009,5.18
2008-06-14,13.208,5.23
2008-06-15,12.742,5.24
2008-06-16,9.325,5.24
2008-06-17,8.208,5.32
2008-06-18,7.521,5.45
2008-06-19,10.388,5.66
2008-06-20,12.358,5.87
2008-06-21,14.037,5.99
2008-06-22,10.971,6.01
2008-06-23,8.983,6.05
2008-06-24,14.591,6.24
2008-06-25,18.325,6.56
2008-06-26,13.059,6.87
2008-06-27,12.504,7.02
2008-06-28,15.332,7.03
2008-06-29,10.325,6.9
2008-06-30,12.583,6.77
2008-07-01,18.354,6.98
2008-07-02,14.817,7.16
2008-07-03,10.604,7.27
2008-07-04,14.537,7.65
2008-07-05,17.925,8.19
2008-07-06,18.896,8.69
2008-07-07,12.359,8.74
2008-07-08,11.796,8.63
2008-07-09,13.304,8.34
2008-07-10,10.912,8.19
2008-07-11,8.483,8.2
2008-07-12,16.6,8.19
2008-07-13,14.775,8.26
2008-07-14,13.021,8.52
2008-07-15,16.575,8.96
2008-07-16,15.6,9.37
2008-07-17,14.192,9.91
2008-07-18,14.787,10.58
2008-07-19,11.083,11.15
2008-07-20,11.962,11.6
2008-07-21,11.925,11.87
2008-07-22,13.217,12.07
2008-07-23,14.279,12.52
2008-07-24,16.988,12.84
2008-07-25,18.979,12.78
2008-07-26,17.304,12.55
2008-07-27,16.804,12.73
2008-07-28,15.387,13.28
2008-07-29,15.912,13.55
2008-07-30,18.079,13.61
2008-07-31,15.275,13.93
2008-08-01,14.921,14.3
2008-08-02,15.108,14.58
2008-08-03,18.05,15.0
2008-08-04,18.837,15.5
2008-08-05,18.3,15.86
2008-08-06,18.425,15.91
2008-08-07,16.046,15.82
2008-08-08,16.917,15.78
2008-08-09,14.521,15.77
2008-08-10,13.721,15.83
2008-08-11,15.8,16.06
2008-08-12,16.254,16.3
2008-08-13,16.271,16.62
2008-08-14,16.387,16.83
2008-08-15,17.346,16.95
2008-08-16,18.654,17.01
2008-08-17,21.171,17.0
2008-08-18,18.071,16.74
2008-08-19,13.943,16.48
2008-08-20,16.963,16.52
2008-08-21,18.133,16.6
2008-08-22,19.275,16.57
2008-08-23,18.517,16.35
2008-08-24,14.933,16.14
2008-08-25,15.471,16.2
2008-08-26,15.825,16.27
2008-08-27,17.3,16.26
2008-08-28,17.475,16.18
2008-08-29,17.109,16.23
2008-08-30,17.042,16.6
2008-08-31,19.054,16.94
2008-09-01,21.083,17.1
2008-09-02,21.458,16.95
2008-09-03,16.042,16.45
2008-09-04,14.042,16.17
2008-09-05,13.871,15.92
2008-09-06,14.279,15.76
2008-09-07,14.754,15.56
2008-09-08,12.792,15.36
2008-09-09,12.542,15.25
2008-09-10,15.108,15.22
2008-09-11,16.083,15.15
2008-09-12,15.129,15.03
2008-09-13,15.342,14.96
2008-09-14,13.346,14.74
2008-09-15,10.421,14.52
2008-09-16,13.967,14.48
2008-09-17,14.779,14.47
2008-09-18,12.004,14.35
2008-09-19,16.708,14.2
2008-09-20,14.392,14.04
2008-09-21,11.867,13.96
2008-09-22,14.738,13.95
2008-09-23,16.525,13.98
2008-09-24,17.408,14.0
2008-09-25,15.138,14.03
2008-09-26,16.654,14.03
2008-09-27,16.083,13.9
2008-09-28,10.475,13.75
2008-09-29,11.867,13.56
2008-09-30,11.162,13.23
2008-10-01,7.892,12.82
2008-10-02,8.379,12.43
2008-10-03,6.192,12.15
2008-10-04,7.517,12.01
2008-10-05,8.629,11.9
2008-10-06,10.171,11.8
2008-10-07,11.688,11.65
2008-10-08,11.196,11.46
2008-10-09,12.029,11.31
2008-10-10,10.692,11.18
2008-10-11,11.383,11.09
2008-10-12,15.05,10.96
2008-10-13,16.354,10.74
2008-10-14,10.171,10.53
2008-10-15,10.446,10.33
2008-10-16,7.829,10.13
2008-10-17,8.083,10.01
2008-10-18,8.154,9.99
2008-10-19,10.662,9.95
2008-10-20,8.804,9.84
2008-10-21,4.75,9.71
2008-10-22,4.692,9.64
2008-10-23,7.471,9.69
2008-10-24,8.454,9.64
2008-10-25,8.35,9.32
2008-10-26,8.221,9.02
2008-10-27,3.829,8.77
2008-10-28,3.017,8.57
2008-10-29,2.125,8.52
2008-10-30,7.646,8.54
2008-10-31,10.042,8.43
2008-11-01,5.404,8.3
2008-11-02,5.846,8.32
2008-11-03,8.496,8.43
2008-11-04,12.375,8.53
2008-11-05,13.267,8.49
2008-11-06,12.346,8.38
2008-11-07,10.254,8.26
2008-11-08,4.808,8.16
2008-11-09,-0.604,8.05
2008-11-10,0.133,7.89
2008-11-11,0.45,7.82
2008-11-12,3.25,7.8
2008-11-13,6.008,7.7
2008-11-14,5.538,7.55
2008-11-15,1.387,7.04
2008-11-16,-2.079,6.79
2008-11-17,-3.117,6.59
2008-11-18,-3.342,6.2
2008-11-19,-1.188,6.01
2008-11-20,-3.75,5.92
2008-11-21,-6.925,5.84
2008-11-22,-5.3,5.75
2008-11-23,-0.396,5.69
2008-11-24,1.938,5.6
2008-11-25,1.446,5.53
2008-11-26,1.067,5.43
2008-11-27,-0.65,5.37
2008-11-28,-0.004,5.22
2008-11-29,0.296,5.1
2008-11-30,-0.454,4.99
2008-12-01,-2.9,4.92
2008-12-02,-2.025,4.87
2008-12-03,-2.188,4.77
2008-12-04,-6.312,4.71
2008-12-05,-7.275,4.63
2008-12-06,-6.558,4.54
2008-12-07,-9.121,4.46
2008-12-08,-6.467,4.42
2008-12-09,-5.171,4.37
2008-12-10,-8.65,4.29
2008-12-11,-5.725,4.19
2008-12-12,-9.717,4.09
2008-12-13,-4.733,3.98
2008-12-14,0.521,3.9
2008-12-15,-5.671,3.79
2008-12-16,-11.408,3.3
2008-12-17,-8.658,3.21
2008-12-18,-6.838,3.16
2008-12-19,-8.067,3.13
2008-12-20,-7.946,3.09
2008-12-21,-6.838,3.07
2008-12-22,-11.112,3.05
2008-12-23,-6.679,3.04
2008-12-24,-3.846,3.02
2008-12-25,-5.975,3.01
2008-12-26,-1.446,3.01
2008-12-27,3.621,2.98
2008-12-28,0.1,2.94
2008-12-29,-2.2,2.91
2008-12-30,-8.221,2.87
2008-12-31,-8.963,2.81
2009-01-01,-6.642,2.79
2009-01-02,-4.667,2.78
2009-01-03,-6.433,2.76
2009-01-04,-3.525,2.74
2009-01-05,-9.146,2.6
2009-01-06,-7.8,2.53
2009-01-07,-5.929,2.43
2009-01-08,-6.092,2.33
2009-01-09,-6.724,2.21
2009-01-10,-6.306,2.14
2009-01-11,-5.348,2.07
2009-01-12,-5.938,2.03
2009-01-13,-7.24,1.91
2009-01-14,-7.172,1.83
2009-01-15,-6.692,1.75
2009-01-16,-5.329,1.68
2009-01-17,-6.273,1.63
2009-01-18,-6.79,1.37
2009-01-19,-6.933,1.24
2009-01-20,-7.085,1.16
2009-01-21,-5.15,1.12
2009-01-22,-5.69,1.09
2009-01-23,-5.472,1.07
2009-01-24,-5.324,1.05
2009-01-25,-5.079,1.04
2009-01-26,-5.636,1.02
2009-01-27,-5.609,1.0
2009-01-28,-4.944,0.99
2009-01-29,-5.985,0.99
2009-01-30,-5.752,1.0
2009-01-31,-5.839,1.01
2009-02-01,-5.686,1.02
2009-02-02,-6.149,1.02
2009-02-03,-5.486,1.02
2009-02-04,-6.585,0.98
2009-02-05,-7.086,0.96
2009-02-06,-6.747,0.95
2009-02-07,-6.646,0.96
2009-02-08,-5.964,0.97
2009-02-09,-6.086,0.97
2009-02-10,-6.148,0.95
2009-02-11,-6.104,0.88
2009-02-12,-4.875,0.83
2009-02-13,-4.241,0.8
2009-02-14,-4.044,0.77
2009-02-15,-4.648,0.75
2009-02-16,-4.792,0.74
2009-02-17,-5.363,0.74
2009-02-18,-5.282,0.73
2009-02-19,-5.509,0.72
2009-02-20,-5.089,0.71
2009-02-21,-4.723,0.7
2009-02-22,-4.294,0.7
2009-02-23,-4.081,0.7
2009-02-24,-5.157,0.7
2009-02-25,-5.708,0.69
2009-02-26,-4.664,0.69
2009-02-27,-4.545,0.69
2009-02-28,-3.978,0.69
2009-03-01,-3.698,0.69
2009-03-02,-3.733,0.69
2009-03-03,-3.492,0.63
